Point ID,Points_0,Points_1,Points_2,Points_Magnitude,U_0,U_1,U_2,U_Magnitude,arc_length,p,static(p),stressTensor_0,stressTensor_1,stressTensor_2,stressTensor_3,stressTensor_4,stressTensor_5,stressTensor_6,stressTensor_7,stressTensor_8,stressTensor_Magnitude,vtkValidPointMask
326,0,0,9.78,9.78,-7.05904e-09,2.94039e-09,2.61447e-07,2.61559e-07,9.78,-9029.85,-9029.85,-2.6878e-08,3.54139e-09,1.54875e-09,3.54139e-09,-2.43323e-08,8.11298e-09,1.54875e-09,8.11298e-09,1.29933e-07,1.35493e-07,1
327,0,0,9.81,9.81,-5.5616e-09,2.36617e-09,2.6379e-07,2.63859e-07,9.81,-9029.85,-9029.85,-2.71878e-08,3.59117e-09,8.46745e-09,3.59117e-09,-2.4734e-08,5.90156e-09,8.46745e-09,5.90156e-09,1.30131e-07,1.36103e-07,1
328,0,0,9.84,9.84,-3.49273e-09,1.56593e-09,2.66034e-07,2.66061e-07,9.84,-9029.85,-9029.85,-2.90146e-08,3.23803e-09,1.85143e-08,3.23803e-09,-2.51051e-08,5.57119e-10,1.85143e-08,5.57119e-10,1.31703e-07,1.39732e-07,1
329,0,0,9.87,9.87,-1.6324e-09,8.6626e-10,2.68413e-07,2.6842e-07,9.87,-9029.85,-9029.85,-3.23162e-08,3.40902e-09,2.87043e-08,3.40902e-09,-2.57384e-08,-2.82015e-09,2.87043e-08,-2.82015e-09,1.34968e-07,1.47004e-07,1
330,0,0,9.9,9.9,2.02935e-09,-4.40805e-10,2.71697e-07,2.71705e-07,9.9,-9029.85,-9029.85,-3.40577e-08,2.84273e-09,4.51304e-08,2.84273e-09,-2.63992e-08,-1.11769e-08,4.51304e-08,-1.11769e-08,1.4022e-07,1.60804e-07,1
331,0,0,9.93,9.93,6.12733e-09,-1.84219e-09,2.74849e-07,2.74924e-07,9.93,-9029.85,-9029.85,-3.4502e-08,1.57164e-09,6.44224e-08,1.57164e-09,-2.649e-08,-1.83834e-08,6.44224e-08,-1.83834e-08,1.44967e-07,1.78575e-07,1
332,0,0,9.96,9.96,9.7135e-09,-3.08236e-09,2.7784e-07,2.78027e-07,9.96,-9029.85,-9029.85,-3.39796e-08,1.19715e-10,8.18256e-08,1.19715e-10,-2.65941e-08,-2.47674e-08,8.18256e-08,-2.47674e-08,1.47623e-07,1.95633e-07,1
333,0,0,9.99,9.99,1.47645e-08,-4.72994e-09,2.80786e-07,2.81213e-07,9.99,-9029.85,-9029.85,-3.21186e-08,-1.65831e-09,1.09483e-07,-1.65831e-09,-2.66677e-08,-3.72306e-08,1.09483e-07,-3.72306e-08,1.50351e-07,2.2605e-07,1
334,0,0,10.02,10.02,1.95577e-08,-6.35205e-09,2.84367e-07,2.8511e-07,10.02,-9029.85,-9029.85,-3.15579e-08,-3.71804e-09,1.36438e-07,-3.71804e-09,-2.66117e-08,-4.83868e-08,1.36438e-07,-4.83868e-08,1.5424e-07,2.59682e-07,1
335,0,0,10.05,10.05,2.47772e-08,-8.0876e-09,2.87936e-07,2.89113e-07,10.05,-9029.85,-9029.85,-2.71881e-08,-6.02903e-09,1.66766e-07,-6.02903e-09,-2.66541e-08,-5.9596e-08,1.66766e-07,-5.9596e-08,1.543e-07,2.96742e-07,1
336,0,0,10.08,10.08,3.24363e-08,-1.06065e-08,2.91128e-07,2.93121e-07,10.08,-9029.85,-9029.85,-2.03182e-08,-6.35284e-09,2.08786e-07,-6.35284e-09,-2.81698e-08,-7.28578e-08,2.08786e-07,-7.28578e-08,1.50927e-07,3.49093e-07,1
337,0,0,10.11,10.11,4.28498e-08,-1.42556e-08,2.94177e-07,2.97623e-07,10.11,-9029.85,-9029.85,-2.50381e-08,-4.10264e-09,2.58566e-07,-4.10264e-09,-3.02114e-08,-9.21308e-08,2.58566e-07,-9.21308e-08,1.5498e-07,4.19859e-07,1
338,0,0,10.14,10.14,5.41786e-08,-1.83168e-08,2.97667e-07,3.03111e-07,10.14,-9029.85,-9029.85,-3.33018e-08,-1.25398e-09,3.11587e-07,-1.25398e-09,-3.24592e-08,-1.13688e-07,3.11587e-07,-1.13688e-07,1.61671e-07,4.98323e-07,1
339,0,0,10.17,10.17,6.67158e-08,-2.28478e-08,3.00858e-07,3.09012e-07,10.17,-9029.85,-9029.85,-4.6558e-08,1.93411e-09,3.67569e-07,1.93411e-09,-3.44796e-08,-1.36941e-07,3.67569e-07,-1.36941e-07,1.72157e-07,5.83713e-07,1
340,0,0,10.2,10.2,8.09641e-08,-2.80306e-08,3.04444e-07,3.16271e-07,10.2,-9029.85,-9029.85,-5.99879e-08,5.12957e-09,4.33188e-07,5.12957e-09,-3.63041e-08,-1.63328e-07,4.33188e-07,-1.63328e-07,1.79861e-07,6.82623e-07,1
341,0,0,10.23,10.23,9.99619e-08,-3.50457e-08,3.10171e-07,3.2776e-07,10.23,-9029.85,-9029.85,-7.61466e-08,1.08306e-08,5.24777e-07,1.08306e-08,-4.0076e-08,-1.98182e-07,5.24777e-07,-1.98182e-07,1.862e-07,8.19539e-07,1
342,0,0,10.26,10.26,1.18958e-07,-4.20602e-08,3.15896e-07,3.40162e-07,10.26,-9029.85,-9029.85,-9.23014e-08,1.65284e-08,6.16356e-07,1.65284e-08,-4.38452e-08,-2.33036e-07,6.16356e-07,-2.33036e-07,1.92536e-07,9.57319e-07,1
343,0,0,10.29,10.29,1.37947e-07,-4.90725e-08,3.21619e-07,3.53378e-07,10.29,-9029.85,-9029.85,-1.08445e-07,2.22172e-08,7.07896e-07,2.22172e-08,-4.76071e-08,-2.67884e-07,7.07896e-07,-2.67884e-07,1.98863e-07,1.09559e-06,1
344,0,0,10.32,10.32,1.57266e-07,-5.61682e-08,3.26498e-07,3.66727e-07,10.32,-9029.85,-9029.85,-1.17977e-07,2.86878e-08,8.01683e-07,2.86878e-08,-5.22967e-08,-3.02711e-07,8.01683e-07,-3.02711e-07,1.99732e-07,1.23566e-06,1
345,0,0,10.35,10.35,1.79862e-07,-6.50021e-08,3.29298e-07,3.80805e-07,10.35,-9029.85,-9029.85,-1.15459e-07,2.17223e-08,8.96773e-07,2.17223e-08,-4.9227e-08,-3.41205e-07,8.96773e-07,-3.41205e-07,2.10243e-07,1.37918e-06,1
346,0,0,10.38,10.38,2.10809e-07,-7.7026e-08,3.32684e-07,4.01313e-07,10.38,-9029.85,-9029.85,-1.0409e-07,2.2618e-08,1.01955e-06,2.2618e-08,-5.47813e-08,-3.88638e-07,1.01955e-06,-3.88638e-07,2.30789e-07,1.56498e-06,1
347,0,0,10.41,10.41,2.42314e-07,-8.91594e-08,3.36347e-07,4.24023e-07,10.41,-9029.85,-9029.85,-9.23617e-08,2.40095e-08,1.14449e-06,2.40095e-08,-6.1009e-08,-4.36159e-07,1.14449e-06,-4.36159e-07,2.52876e-07,1.75429e-06,1
348,0,0,10.44,10.44,2.73956e-07,-1.0132e-07,3.40078e-07,4.48298e-07,10.44,-9029.85,-9029.85,-8.05451e-08,2.55219e-08,1.26997e-06,2.55219e-08,-6.74008e-08,-4.837e-07,1.26997e-06,-4.837e-07,2.75337e-07,1.94466e-06,1
349,0,0,10.47,10.47,3.0565e-07,-1.1349e-07,3.43835e-07,4.7384e-07,10.47,-9029.85,-9029.85,-6.86949e-08,2.708e-08,1.39565e-06,2.708e-08,-7.38549e-08,-5.31251e-07,1.39565e-06,-5.31251e-07,2.97942e-07,2.13554e-06,1
350,0,0,10.5,10.5,3.54577e-07,-1.30797e-07,3.58766e-07,5.21101e-07,10.5,-9029.85,-9029.85,-9.3001e-08,4.507e-08,1.58423e-06,4.507e-08,-9.79199e-08,-5.83988e-07,1.58423e-06,-5.83988e-07,3.97853e-07,2.42534e-06,1
351,0,0,10.53,10.53,4.21567e-07,-1.56272e-07,3.68538e-07,5.81343e-07,10.53,-9029.85,-9029.85,-1.20762e-07,3.90643e-08,1.85741e-06,3.90643e-08,-1.00534e-07,-6.81173e-07,1.85741e-06,-6.81173e-07,4.40124e-07,2.83714e-06,1
352,0,0,10.56,10.56,4.86026e-07,-1.81736e-07,3.68271e-07,6.36296e-07,10.56,-9029.85,-9029.85,-1.07616e-07,1.07605e-08,2.13116e-06,1.07605e-08,-8.296e-08,-7.90382e-07,2.13116e-06,-7.90382e-07,4.01912e-07,3.24242e-06,1
353,0,0,10.59,10.59,5.45165e-07,-2.05562e-07,3.61204e-07,6.85513e-07,10.59,-9029.85,-9029.85,-9.17627e-08,-6.86772e-09,2.36849e-06,-6.86772e-09,-6.91947e-08,-8.86067e-07,2.36849e-06,-8.86067e-07,3.26596e-07,3.593e-06,1
354,0,0,10.62,10.62,6.56608e-07,-2.49346e-07,3.74607e-07,7.96014e-07,10.62,-9029.85,-9029.85,-1.89473e-07,-1.50139e-08,2.84813e-06,-1.50139e-08,-6.46723e-08,-1.07211e-06,2.84813e-06,-1.07211e-06,3.33835e-07,4.3214e-06,1
355,0,0,10.65,10.65,7.53362e-07,-2.87439e-07,3.83558e-07,8.92912e-07,10.65,-9029.85,-9029.85,-2.49175e-07,-1.58698e-08,3.26121e-06,-1.58698e-08,-6.78843e-08,-1.23214e-06,3.26121e-06,-1.23214e-06,3.34302e-07,4.94836e-06,1
356,0,0,10.68,10.68,8.64935e-07,-3.31476e-07,3.8757e-07,1.00409e-06,10.68,-9029.85,-9029.85,-2.21508e-07,1.20193e-08,3.73414e-06,1.20193e-08,-1.07794e-07,-1.41416e-06,3.73414e-06,-1.41416e-06,3.30376e-07,5.66192e-06,1
357,0,0,10.71,10.71,9.6475e-07,-3.74887e-07,4.03851e-07,1.11103e-06,10.71,-9029.85,-9029.85,-1.81812e-07,5.53202e-08,4.13063e-06,5.53202e-08,-1.72965e-07,-1.61455e-06,4.13063e-06,-1.61455e-06,4.25299e-07,6.29188e-06,1
358,0,0,10.74,10.74,1.05771e-06,-4.16299e-07,4.19821e-07,1.21174e-06,10.74,-9029.85,-9029.85,-1.40352e-07,9.43016e-08,4.49481e-06,9.43016e-08,-2.34685e-07,-1.81046e-06,4.49481e-06,-1.81046e-06,5.20126e-07,6.87933e-06,1
359,0,0,10.77,10.77,1.16683e-06,-4.63252e-07,4.27923e-07,1.32635e-06,10.77,-9029.85,-9029.85,-6.17752e-08,1.364e-07,4.94006e-06,1.364e-07,-3.02399e-07,-2.02511e-06,4.94006e-06,-2.02511e-06,5.62311e-07,7.58018e-06,1
360,0,0,10.8,10.8,1.30921e-06,-5.21708e-07,4.19358e-07,1.4704e-06,10.8,-9029.85,-9029.85,9.59145e-08,1.84512e-07,5.55255e-06,1.84512e-07,-3.82425e-07,-2.27929e-06,5.55255e-06,-2.27929e-06,4.93127e-07,8.51579e-06,1
361,0,0,10.83,10.83,1.46184e-06,-5.85351e-07,4.17634e-07,1.62912e-06,10.83,-9029.85,-9029.85,1.38825e-07,1.82105e-07,6.1883e-06,1.82105e-07,-4.06246e-07,-2.55739e-06,6.1883e-06,-2.55739e-06,4.40706e-07,9.49291e-06,1
362,0,0,10.86,10.86,1.6183e-06,-6.54076e-07,4.38979e-07,1.79983e-06,10.86,-9029.85,-9029.85,-1.63821e-08,1.29597e-07,6.79899e-06,1.29597e-07,-3.77014e-07,-2.8719e-06,6.79899e-06,-2.8719e-06,4.85898e-07,1.04575e-05,1
363,0,0,10.89,10.89,1.75982e-06,-7.12726e-07,4.28804e-07,1.94649e-06,10.89,-9029.85,-9029.85,-4.72907e-08,9.3814e-08,7.32282e-06,9.3814e-08,-3.53599e-07,-3.08614e-06,7.32282e-06,-3.08614e-06,3.42518e-07,1.12498e-05,1
364,0,0,10.92,10.92,1.91982e-06,-7.81524e-07,4.20932e-07,2.1151e-06,10.92,-9029.85,-9029.85,-8.13753e-08,6.25468e-08,7.9228e-06,6.25468e-08,-3.39065e-07,-3.36748e-06,7.9228e-06,-3.36748e-06,2.25803e-07,1.2182e-05,1
365,0,0,10.95,10.95,2.172e-06,-8.91214e-07,4.49904e-07,2.39045e-06,10.95,-9029.85,-9029.85,-2.75658e-07,8.95201e-08,8.92239e-06,8.95201e-08,-4.08253e-07,-3.84503e-06,8.92239e-06,-3.84503e-06,2.40416e-07,1.37515e-05,1
366,0,0,10.98,10.98,2.44881e-06,-1.00912e-06,4.95859e-07,2.6946e-06,10.98,-9029.85,-9029.85,-5.1733e-07,1.45845e-07,1.00338e-05,1.45845e-07,-5.06482e-07,-4.35021e-06,1.00338e-05,-4.35021e-06,3.33225e-07,1.54881e-05,1
367,0,0,11.01,11.01,2.73457e-06,-1.13014e-06,4.64878e-07,2.9952e-06,11.01,-9029.85,-9029.85,-4.12753e-07,2.73107e-08,1.1149e-05,2.73107e-08,-3.93533e-07,-4.8143e-06,1.1149e-05,-4.8143e-06,2.01287e-07,1.71849e-05,1
368,0,0,11.04,11.04,2.9654e-06,-1.23162e-06,4.69433e-07,3.24513e-06,11.04,-9029.85,-9029.85,-4.14688e-07,-5.29107e-08,1.20079e-05,-5.29107e-08,-3.25171e-07,-5.21467e-06,1.20079e-05,-5.21467e-06,2.88441e-07,1.85238e-05,1
369,0,0,11.07,11.07,3.18894e-06,-1.32938e-06,4.63016e-07,3.48583e-06,11.07,-9029.85,-9029.85,-3.83521e-07,-1.57371e-07,1.28494e-05,-1.57371e-07,-2.1437e-07,-5.58292e-06,1.28494e-05,-5.58292e-06,3.57132e-07,1.98223e-05,1
370,0,0,11.1,11.1,3.58158e-06,-1.50209e-06,4.13365e-07,3.90575e-06,11.1,-9029.85,-9029.85,-8.27289e-08,-2.63092e-07,1.44008e-05,-2.63092e-07,-1.57851e-07,-6.24941e-06,1.44008e-05,-6.24941e-06,2.4514e-07,2.2206e-05,1
371,0,0,11.13,11.13,4.01824e-06,-1.69688e-06,4.01553e-07,4.38029e-06,11.13,-9029.85,-9029.85,1.87103e-07,-2.70557e-07,1.61698e-05,-2.70557e-07,-2.32904e-07,-7.0179e-06,1.61698e-05,-7.0179e-06,3.76154e-07,2.4936e-05,1
372,0,0,11.16,11.16,4.44331e-06,-1.88802e-06,4.72525e-07,4.85086e-06,11.16,-9029.85,-9029.85,1.66506e-07,-2.60914e-07,1.79177e-05,-2.60914e-07,-3.23993e-07,-7.78508e-06,1.79177e-05,-7.78508e-06,9.35698e-07,2.76486e-05,1
373,0,0,11.19,11.19,4.83146e-06,-2.06841e-06,5.63765e-07,5.28575e-06,11.19,-9029.85,-9029.85,5.37685e-08,-2.73128e-07,1.95154e-05,-2.73128e-07,-3.87855e-07,-8.50254e-06,1.95154e-05,-8.50254e-06,1.53416e-06,3.01487e-05,1
374,0,0,11.22,11.22,5.26305e-06,-2.26318e-06,6.10468e-07,5.76145e-06,11.22,-9029.85,-9029.85,1.50642e-07,-3.63444e-07,2.12721e-05,-3.63444e-07,-4.18198e-07,-9.28584e-06,2.12721e-05,-9.28584e-06,1.98366e-06,3.28915e-05,1
375,0,0,11.25,11.25,5.73276e-06,-2.4736e-06,6.98463e-07,6.2826e-06,11.25,-9029.85,-9029.85,2.44633e-07,-4.27521e-07,2.3222e-05,-4.27521e-07,-5.05866e-07,-1.01869e-05,2.3222e-05,-1.01869e-05,2.74733e-06,3.59764e-05,1
376,0,0,11.28,11.28,6.22039e-06,-2.69121e-06,7.72819e-07,6.82152e-06,11.28,-9029.85,-9029.85,3.82597e-07,-4.96423e-07,2.5234e-05,-4.96423e-07,-5.88135e-07,-1.11081e-05,2.5234e-05,-1.11081e-05,3.4534e-06,3.9156e-05,1
377,0,0,11.31,11.31,6.73986e-06,-2.94005e-06,8.05335e-07,7.39717e-06,11.31,-9029.85,-9029.85,3.04399e-07,-6.24453e-07,2.70412e-05,-6.24453e-07,-5.28825e-07,-1.2041e-05,2.70412e-05,-1.2041e-05,3.52047e-06,4.20235e-05,1
378,0,0,11.34,11.34,7.2635e-06,-3.21248e-06,8.03291e-07,7.98271e-06,11.34,-9029.85,-9029.85,3.18082e-08,-5.19345e-07,2.82471e-05,-5.19345e-07,-6.56837e-07,-1.29669e-05,2.82471e-05,-1.29669e-05,2.78831e-06,4.40548e-05,1
379,0,0,11.37,11.37,7.76579e-06,-3.45793e-06,7.9974e-07,8.5384e-06,11.37,-9029.85,-9029.85,-2.83124e-07,-3.2025e-07,2.9369e-05,-3.2025e-07,-8.69266e-07,-1.36915e-05,2.9369e-05,-1.36915e-05,1.90906e-06,4.58768e-05,1
380,0,0,11.4,11.4,8.45367e-06,-3.76934e-06,9.39195e-07,9.30347e-06,11.4,-9029.85,-9029.85,-9.72465e-07,-2.97427e-07,3.12924e-05,-2.97427e-07,-9.9098e-07,-1.47137e-05,3.12924e-05,-1.47137e-05,1.64497e-06,4.89513e-05,1
381,0,0,11.43,11.43,9.16371e-06,-4.10513e-06,1.10019e-06,1.01013e-05,11.43,-9029.85,-9029.85,-1.92944e-06,-1.83739e-07,3.35044e-05,-1.83739e-07,-1.09275e-06,-1.58721e-05,3.35044e-05,-1.58721e-05,1.88728e-06,5.25117e-05,1
382,0,0,11.46,11.46,9.83343e-06,-4.45487e-06,1.11877e-06,1.08533e-05,11.46,-9029.85,-9029.85,-1.74334e-06,-7.19596e-08,3.58549e-05,-7.19596e-08,-1.26288e-06,-1.71087e-05,3.58549e-05,-1.71087e-05,1.72963e-06,5.62512e-05,1
383,0,0,11.49,11.49,1.05619e-05,-4.82337e-06,1.26461e-06,1.16798e-05,11.49,-9029.85,-9029.85,-1.83321e-06,2.07338e-07,3.84637e-05,2.07338e-07,-1.63319e-06,-1.83377e-05,3.84637e-05,-1.83377e-05,2.03596e-06,6.03465e-05,1
384,0,0,11.52,11.52,1.13308e-05,-5.19798e-06,1.21994e-06,1.25258e-05,11.52,-9029.85,-9029.85,-1.66912e-06,2.88543e-07,4.11229e-05,2.88543e-07,-1.72824e-06,-1.95336e-05,4.11229e-05,-1.95336e-05,1.75208e-06,6.4454e-05,1
385,0,0,11.55,11.55,1.2086e-05,-5.59913e-06,1.17759e-06,1.33719e-05,11.55,-9029.85,-9029.85,-1.17918e-06,3.1284e-07,4.34034e-05,3.1284e-07,-1.77643e-06,-2.08978e-05,4.34034e-05,-2.08978e-05,1.50791e-06,6.81775e-05,1
386,0,0,11.58,11.58,1.28399e-05,-5.99145e-06,1.20443e-06,1.42201e-05,11.58,-9029.85,-9029.85,-8.26008e-07,4.38724e-07,4.56992e-05,4.38724e-07,-1.95253e-06,-2.21982e-05,4.56992e-05,-2.21982e-05,1.39677e-06,7.1897e-05,1
387,0,0,11.61,11.61,1.3478e-05,-6.40687e-06,1.32048e-06,1.49816e-05,11.61,-9029.85,-9029.85,-4.38927e-07,4.41319e-07,4.67176e-05,4.41319e-07,-1.91136e-06,-2.36842e-05,4.67176e-05,-2.36842e-05,1.24384e-06,7.4113e-05,1
388,0,0,11.64,11.64,1.42254e-05,-6.84086e-06,1.03101e-06,1.58184e-05,11.64,-9029.85,-9029.85,6.0844e-07,-1.44639e-07,4.85243e-05,-1.44639e-07,-1.16205e-06,-2.52564e-05,4.85243e-05,-2.52564e-05,-6.12769e-08,7.73741e-05,1
389,0,0,11.67,11.67,1.49772e-05,-7.26723e-06,8.03569e-07,1.66665e-05,11.67,-9029.85,-9029.85,1.60316e-06,-5.27123e-07,5.02083e-05,-5.27123e-07,-6.59111e-07,-2.67296e-05,5.02083e-05,-2.67296e-05,-1.35631e-06,8.04742e-05,1
390,0,0,11.7,11.7,1.54733e-05,-7.64059e-06,8.22916e-07,1.72765e-05,11.7,-9029.85,-9029.85,2.41298e-06,-5.35065e-07,5.00587e-05,-5.35065e-07,-1.29124e-07,-2.73539e-05,5.00587e-05,-2.73539e-05,-2.88933e-06,8.0765e-05,1
391,0,0,11.73,11.73,1.58727e-05,-7.98649e-06,7.56915e-07,1.77848e-05,11.73,-9029.85,-9029.85,3.34369e-06,-5.56758e-07,4.92218e-05,-5.56758e-07,6.44438e-07,-2.76162e-05,4.92218e-05,-2.76162e-05,-4.88418e-06,8.00435e-05,1
392,0,0,11.76,11.76,1.65167e-05,-8.42242e-06,7.28116e-07,1.85545e-05,11.76,-9029.85,-9029.85,4.3382e-06,-7.66402e-07,4.93649e-05,-7.66402e-07,1.47495e-06,-2.83654e-05,4.93649e-05,-2.83654e-05,-7.3119e-06,8.09853e-05,1
393,0,0,11.79,11.79,1.67031e-05,-8.73717e-06,4.62239e-07,1.88559e-05,11.79,-9029.85,-9029.85,6.70222e-06,-1.23575e-06,4.68859e-05,-1.23575e-06,3.46618e-06,-2.83571e-05,4.68859e-05,-2.83571e-05,-1.22216e-05,7.88301e-05,1
394,0,0,11.82,11.82,1.6523e-05,-9.01214e-06,1.4793e-07,1.88215e-05,11.82,-9029.85,-9029.85,1.01073e-05,-1.92381e-06,4.22932e-05,-1.92381e-06,6.68482e-06,-2.78838e-05,4.22932e-05,-2.78838e-05,-1.92173e-05,7.52063e-05,1
395,0,0,11.85,11.85,1.62677e-05,-9.28511e-06,-5.22212e-08,1.87311e-05,11.85,-9029.85,-9029.85,1.36683e-05,-2.59087e-06,3.73469e-05,-2.59087e-06,1.00565e-05,-2.7428e-05,3.73469e-05,-2.7428e-05,-2.6486e-05,7.27809e-05,1
396,0,0,11.88,11.88,1.58336e-05,-9.44951e-06,5.19827e-08,1.84391e-05,11.88,-9029.85,-9029.85,1.69761e-05,-3.06629e-06,3.22268e-05,-3.06629e-06,1.2362e-05,-2.72809e-05,3.22268e-05,-2.72809e-05,-3.23906e-05,7.12362e-05,1
397,0,0,11.91,11.91,1.50018e-05,-9.64666e-06,-8.11094e-07,1.78542e-05,11.91,-9029.85,-9029.85,2.3223e-05,-4.40941e-06,2.44523e-05,-4.40941e-06,1.789e-05,-2.66678e-05,2.44523e-05,-2.66678e-05,-4.41469e-05,7.39281e-05,1
398,0,0,11.94,11.94,1.41547e-05,-9.84619e-06,-1.70412e-06,1.73265e-05,11.94,-9029.85,-9029.85,2.96292e-05,-5.77211e-06,1.65519e-05,-5.77211e-06,2.35862e-05,-2.60228e-05,1.65519e-05,-2.60228e-05,-5.62324e-05,8.1026e-05,1
399,0,0,11.97,11.97,1.33075e-05,-1.00457e-05,-2.59662e-06,1.68745e-05,11.97,-9029.85,-9029.85,3.60339e-05,-7.13369e-06,8.65164e-06,-7.13369e-06,2.9281e-05,-2.53781e-05,8.65164e-06,-2.53781e-05,-6.83151e-05,9.14459e-05,1
400,0,0,12,12,1.25324e-05,-1.02629e-05,-3.51498e-06,1.65754e-05,12,-9029.85,-9029.85,4.27689e-05,-8.5656e-06,1.5209e-06,-8.5656e-06,3.5151e-05,-2.48974e-05,1.5209e-06,-2.48974e-05,-8.09986e-05,0.00010496,1
401,0,0,12.03,12.03,1.16768e-05,-1.03056e-05,-4.424e-06,1.61902e-05,12.03,-9029.85,-9029.85,4.88963e-05,-9.70754e-06,-5.93771e-06,-9.70754e-06,3.99088e-05,-2.32282e-05,-5.93771e-06,-2.32282e-05,-9.1689e-05,0.000117169,1
402,0,0,12.06,12.06,7.40501e-06,-9.21391e-06,-7.57902e-06,1.40418e-05,12.06,-9029.85,-9029.85,7.05209e-05,-9.80279e-06,-2.50369e-05,-9.80279e-06,5.50946e-05,-1.7229e-05,-2.50369e-05,-1.7229e-05,-0.000126351,0.000161285,1
403,0,0,12.09,12.09,2.46199e-06,-8.39798e-06,-1.07204e-05,1.38389e-05,12.09,-9029.85,-9029.85,9.00304e-05,-9.93686e-06,-4.94292e-05,-9.93686e-06,7.06927e-05,-1.49885e-05,-4.94292e-05,-1.49885e-05,-0.0001596,0.00021002,1
404,0,0,12.12,12.12,-2.49661e-06,-7.49743e-06,-1.38759e-05,1.59683e-05,12.12,-9029.85,-9029.85,0.000109485,-1.00126e-05,-7.37576e-05,-1.00126e-05,8.61012e-05,-1.19088e-05,-7.37576e-05,-1.19088e-05,-0.000192668,0.000260549,1
405,0,0,12.15,12.15,-7.42454e-06,-6.56154e-06,-1.70319e-05,1.97044e-05,12.15,-9029.85,-9029.85,0.000128934,-1.00718e-05,-9.77986e-05,-1.00718e-05,0.00010138,-8.45121e-06,-9.77986e-05,-8.45121e-06,-0.000225622,0.000311901,1
406,0,0,12.18,12.18,-1.2592e-05,-5.70177e-06,-2.0255e-05,2.45221e-05,12.18,-9029.85,-9029.85,0.000148848,-1.02438e-05,-0.000123458,-1.02438e-05,0.00011749,-5.9186e-06,-0.000123458,-5.9186e-06,-0.000259554,0.000366186,1
407,0,0,12.21,12.21,-1.7639e-05,-4.28244e-06,-2.38438e-05,2.99667e-05,12.21,-9029.85,-9029.85,0.000175052,-1.21994e-05,-0.000144519,-1.21994e-05,0.000136801,2.54096e-06,-0.000144519,2.54096e-06,-0.000305105,0.000429568,1
408,0,0,12.24,12.24,-2.43736e-05,-1.99806e-06,-2.88492e-05,3.78198e-05,12.24,-9029.85,-9029.85,0.000207093,-1.49217e-05,-0.000173213,-1.49217e-05,0.000163594,1.56595e-05,-0.000173213,1.56595e-05,-0.000363232,0.000512376,1
409,0,0,12.27,12.27,-3.52696e-05,2.70188e-06,-4.00717e-05,5.34508e-05,12.27,-9029.85,-9029.85,0.000267976,-2.09725e-05,-0.000221988,-2.09725e-05,0.000214687,3.70476e-05,-0.000221988,3.70476e-05,-0.000463652,0.000659589,1
410,0,0,12.3,12.3,-4.8236e-05,9.74816e-06,-5.14885e-05,7.12236e-05,12.3,-9029.85,-9029.85,0.000324241,-2.04925e-05,-0.000286923,-2.04925e-05,0.000260415,8.18315e-05,-0.000286923,8.18315e-05,-0.000560721,0.000816235,1
411,0,0,12.33,12.33,-6.6816e-05,1.66618e-05,-6.63827e-05,9.56486e-05,12.33,-9029.85,-9029.85,0.00039455,-2.63581e-05,-0.000383296,-2.63581e-05,0.000335383,0.000118213,-0.000383296,0.000118213,-0.000697832,0.00103841,1
412,0,0,12.36,12.36,-8.71898e-05,2.39319e-05,-8.43971e-05,0.000123684,12.36,-9029.85,-9029.85,0.00048175,-3.38728e-05,-0.000487561,-3.38728e-05,0.000426851,0.000151774,-0.000487561,0.000151774,-0.000868068,0.00130062,1
413,0,0,12.39,12.39,-0.000119759,3.89339e-05,-0.000116001,0.000171214,12.39,-9029.85,-9029.85,0.000639277,-3.0903e-05,-0.000659337,-3.0903e-05,0.000568302,0.000237669,-0.000659337,0.000237669,-0.00117443,0.00175934,1
414,0,0,12.42,12.42,-0.000148472,4.7012e-05,-0.000144528,0.000212467,12.42,-9029.85,-9029.85,0.000770723,-3.54362e-05,-0.000809369,-3.54362e-05,0.000703446,0.000273707,-0.000809369,0.000273707,-0.00146378,0.00216656,1
415,0,0,12.45,12.45,-0.000175173,5.76202e-05,-0.000168957,0.000250104,12.45,-9029.85,-9029.85,0.000883818,-4.02267e-05,-0.000952442,-4.02267e-05,0.00082633,0.000336647,-0.000952442,0.000336647,-0.00172161,0.00254403,1
416,0,0,12.48,12.48,-0.0002019,6.83281e-05,-0.00019372,0.000288027,12.48,-9029.85,-9029.85,0.000997957,-4.46055e-05,-0.00109481,-4.46055e-05,0.000951121,0.000400101,-0.00109481,0.000400101,-0.00198247,0.0029244,1
417,0,0,12.51,12.51,-0.000229637,7.91505e-05,-0.000221188,0.000328515,12.51,-9029.85,-9029.85,0.00112197,-4.6458e-05,-0.00123893,-4.6458e-05,0.00108921,0.000461016,-0.00123893,0.000461016,-0.00226519,0.00332799,1
418,0,0,12.54,12.54,-0.000262192,8.50781e-05,-0.000281423,0.000393931,12.54,-9029.85,-9029.85,0.00137877,-5.15837e-05,-0.00135819,-5.15837e-05,0.00135092,0.00044561,-0.00135819,0.00044561,-0.00278703,0.00394783,1
419,0,0,12.57,12.57,-0.000318559,0.000101939,-0.000353713,0.00048681,12.57,-9029.85,-9029.85,0.001677,-5.33148e-05,-0.00162188,-5.33148e-05,0.00167501,0.000501487,-0.00162188,0.000501487,-0.00339413,0.0047862,1
